"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0292","Neil Example 292","1970-04-13","392 Example Lane, Demo Nagar, Test State 000000","+91-00000-00292","client0292@example.invalid","SYN-PPT-000292","SYN-TAX-000292","Nurse","Test Education Trust","1811600","Synthetic business income","665","Synthetic: limited repayment history","325676","674228","560684","2026-04-13 Deposit: Synthetic salary INR 150967; 2026-04-23 Withdrawal: Synthetic ATM INR 2304","2026-04-13 Sent INR 24736 to B002 - Utility Account (Synthetic); 2026-04-18 Received INR 9468 from Synthetic sender","Test Cafe, Demo Sector 17; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.38","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-05 12:04:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0293","Mira Sandbox 293","1971-05-16","393 Example Lane, Demo Nagar, Test State 000000","+91-00000-00293","client0293@example.invalid","SYN-PPT-000293","SYN-TAX-000293","Software Analyst","Sandbox Logistics","1828900","Synthetic salary income","672","Synthetic: limited repayment history","337579","676537","565611","2026-05-16 Deposit: Synthetic salary INR 152408; 2026-05-26 Withdrawal: Synthetic ATM INR 2341","2026-05-16 Sent INR 24819 to B003 - Merchant Settlement (Synthetic); 2026-05-21 Received INR 9497 from Synthetic sender","Mock Electronics, Demo Sector 18; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.39","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-10 13:11:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0294","Yash Fictional 294","1972-06-19","394 Example Lane, Demo Nagar, Test State 000000","+91-00000-00294","client0294@example.invalid","SYN-PPT-000294","SYN-TAX-000294","Sales Associate","Prototype Systems","1846200","Synthetic salary income","679","Synthetic: limited repayment history","349482","678846","570538","2026-06-19 Deposit: Synthetic salary INR 153850; 2026-06-02 Withdrawal: Synthetic ATM INR 2378","2026-06-19 Sent INR 24902 to B001 - Family Transfer (Synthetic); 2026-06-24 Received INR 9526 from Synthetic sender","Sandbox Market, Demo Sector 19; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.40","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-15 14:18:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0295","Saanvi Test 295","1973-07-22","395 Example Lane, Demo Nagar, Test State 000000","+91-00000-00295","client0295@example.invalid","SYN-PPT-000295","SYN-TAX-000295","Operations Lead","Example Foods","1863500","Synthetic salary income","686","Synthetic: satisfactory repayment pattern","361385","681155","575465","2026-07-22 Deposit: Synthetic salary INR 155292; 2026-07-05 Withdrawal: Synthetic ATM INR 2415","2026-07-22 Sent INR 24985 to B002 - Utility Account (Synthetic); 2026-07-27 Received INR 9555 from Synthetic sender","Demo Grocers, Demo Sector 20; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.41","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-20 15:25:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0296","Advik Prototype 296","1974-08-25","396 Example Lane, Demo Nagar, Test State 000000","+91-00000-00296","client0296@example.invalid","SYN-PPT-000296","SYN-TAX-000296","Self-employed Consultant","Mock Finance Services","1880800","Synthetic business income","693","Synthetic: satisfactory repayment pattern","373288","683464","580392","2026-08-25 Deposit: Synthetic salary INR 156733; 2026-08-08 Withdrawal: Synthetic ATM INR 2452","2026-08-25 Sent INR 25068 to B003 - Merchant Settlement (Synthetic); 2026-08-03 Received INR 9584 from Synthetic sender","Sample Pharmacy, Demo Sector 21; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.42","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-25 16:32:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0297","Riya Simulated 297","1975-09-01","397 Example Lane, Demo Nagar, Test State 000000","+91-00000-00297","client0297@example.invalid","SYN-PPT-000297","SYN-TAX-000297","Accounts Executive","Example Retail Ltd","1898100","Synthetic salary income","700","Synthetic: satisfactory repayment pattern","385191","685773","585319","2026-09-01 Deposit: Synthetic salary INR 158175; 2026-09-11 Withdrawal: Synthetic ATM INR 2489","2026-09-01 Sent INR 25151 to B001 - Family Transfer (Synthetic); 2026-09-06 Received INR 9613 from Synthetic sender","Example Fuel Station, Demo Sector 22; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.43","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-02 17:39:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0298","Karan Sample 298","1976-10-04","398 Example Lane, Demo Nagar, Test State 000000","+91-00000-00298","client0298@example.invalid","SYN-PPT-000298","SYN-TAX-000298","Teacher","Demo Health Services","1915400","Synthetic salary income","707","Synthetic: satisfactory repayment pattern","397094","688082","590246","2026-10-04 Deposit: Synthetic salary INR 159617; 2026-10-14 Withdrawal: Synthetic ATM INR 2526","2026-10-04 Sent INR 25234 to B002 - Utility Account (Synthetic); 2026-10-09 Received INR 9642 from Synthetic sender","Test Cafe, Demo Sector 23; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.44","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-07 18:46:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0299","Pooja Mock 299","1977-11-07","399 Example Lane, Demo Nagar, Test State 000000","+91-00000-00299","client0299@example.invalid","SYN-PPT-000299","SYN-TAX-000299","Store Manager","Sample Manufacturing","1932700","Synthetic salary income","714","Synthetic: satisfactory repayment pattern","408997","690391","595173","2026-11-07 Deposit: Synthetic salary INR 161058; 2026-11-17 Withdrawal: Synthetic ATM INR 2563","2026-11-07 Sent INR 25317 to B003 - Merchant Settlement (Synthetic); 2026-11-12 Received INR 9671 from Synthetic sender","Mock Electronics, Demo Sector 24; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.45","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-12 19:53:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0300","Samar Training 300","1978-12-10","400 Example Lane, Demo Nagar, Test State 000000","+91-00000-00300","client0300@example.invalid","SYN-PPT-000300","SYN-TAX-000300","Nurse","Test Education Trust","1950000","Synthetic business income","721","Synthetic: satisfactory repayment pattern","420900","692700","600100","2026-12-10 Deposit: Synthetic salary INR 162500; 2026-12-20 Withdrawal: Synthetic ATM INR 2600","2026-12-10 Sent INR 25400 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 9700 from Synthetic sender","Sandbox Market, Demo Sector 25; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.46","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-17 08:00:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0301","Aarav Demo 301","1979-01-13","401 Example Lane, Demo Nagar, Test State 000000","+91-00000-00301","client0301@example.invalid","SYN-PPT-000301","SYN-TAX-000301","Software Analyst","Sandbox Logistics","1967300","Synthetic salary income","728","Synthetic: satisfactory repayment pattern","432803","695009","605027","2026-01-13 Deposit: Synthetic salary INR 163942; 2026-01-23 Withdrawal: Synthetic ATM INR 2637","2026-01-13 Sent INR 25483 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 9729 from Synthetic sender","Demo Grocers, Demo Sector 1; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.47","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-22 09:07:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0302","Diya Example 302","1980-02-16","402 Example Lane, Demo Nagar, Test State 000000","+91-00000-00302","client0302@example.invalid","SYN-PPT-000302","SYN-TAX-000302","Sales Associate","Prototype Systems","1984600","Synthetic salary income","735","Synthetic: satisfactory repayment pattern","444706","697318","609954","2026-02-16 Deposit: Synthetic salary INR 165383; 2026-02-26 Withdrawal: Synthetic ATM INR 2674","2026-02-16 Sent INR 25566 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 9758 from Synthetic sender","Sample Pharmacy, Demo Sector 2; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.48","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-27 10:14:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0303","Kabir Sandbox 303","1981-03-19","403 Example Lane, Demo Nagar, Test State 000000","+91-00000-00303","client0303@example.invalid","SYN-PPT-000303","SYN-TAX-000303","Operations Lead","Example Foods","2001900","Synthetic salary income","742","Synthetic: satisfactory repayment pattern","456609","699627","614881","2026-03-19 Deposit: Synthetic salary INR 166825; 2026-03-02 Withdrawal: Synthetic ATM INR 2711","2026-03-19 Sent INR 25649 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 9787 from Synthetic sender","Example Fuel Station, Demo Sector 3; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.49","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-04 11:21:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0304","Meera Fictional 304","1982-04-22","404 Example Lane, Demo Nagar, Test State 000000","+91-00000-00304","client0304@example.invalid","SYN-PPT-000304","SYN-TAX-000304","Self-employed Consultant","Mock Finance Services","2019200","Synthetic business income","749","Synthetic: satisfactory repayment pattern","468512","701936","619808","2026-04-22 Deposit: Synthetic salary INR 168267; 2026-04-05 Withdrawal: Synthetic ATM INR 2748","2026-04-22 Sent INR 25732 to B002 - Utility Account (Synthetic); 2026-04-27 Received INR 9816 from Synthetic sender","Test Cafe, Demo Sector 4; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.50","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-09 12:28:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0305","Arjun Test 305","1983-05-25","405 Example Lane, Demo Nagar, Test State 000000","+91-00000-00305","client0305@example.invalid","SYN-PPT-000305","SYN-TAX-000305","Accounts Executive","Example Retail Ltd","2036500","Synthetic salary income","756","Synthetic: strong repayment pattern","480415","704245","624735","2026-05-25 Deposit: Synthetic salary INR 169708; 2026-05-08 Withdrawal: Synthetic ATM INR 2785","2026-05-25 Sent INR 25815 to B003 - Merchant Settlement (Synthetic); 2026-05-03 Received INR 9845 from Synthetic sender","Mock Electronics, Demo Sector 5; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.51","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-14 13:35:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0306","Anaya Prototype 306","1984-06-01","406 Example Lane, Demo Nagar, Test State 000000","+91-00000-00306","client0306@example.invalid","SYN-PPT-000306","SYN-TAX-000306","Teacher","Demo Health Services","2053800","Synthetic salary income","763","Synthetic: strong repayment pattern","492318","706554","629662","2026-06-01 Deposit: Synthetic salary INR 171150; 2026-06-11 Withdrawal: Synthetic ATM INR 2822","2026-06-01 Sent INR 25898 to B001 - Family Transfer (Synthetic); 2026-06-06 Received INR 9874 from Synthetic sender","Sandbox Market, Demo Sector 6; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.52","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-19 14:42:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0307","Vihaan Simulated 307","1985-07-04","407 Example Lane, Demo Nagar, Test State 000000","+91-00000-00307","client0307@example.invalid","SYN-PPT-000307","SYN-TAX-000307","Store Manager","Sample Manufacturing","2071100","Synthetic salary income","770","Synthetic: strong repayment pattern","504221","708863","634589","2026-07-04 Deposit: Synthetic salary INR 172592; 2026-07-14 Withdrawal: Synthetic ATM INR 2859","2026-07-04 Sent INR 25981 to B002 - Utility Account (Synthetic); 2026-07-09 Received INR 9903 from Synthetic sender","Demo Grocers, Demo Sector 7; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.53","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-24 15:49:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0308","Isha Sample 308","1986-08-07","408 Example Lane, Demo Nagar, Test State 000000","+91-00000-00308","client0308@example.invalid","SYN-PPT-000308","SYN-TAX-000308","Nurse","Test Education Trust","2088400","Synthetic business income","777","Synthetic: strong repayment pattern","516124","711172","639516","2026-08-07 Deposit: Synthetic salary INR 174033; 2026-08-17 Withdrawal: Synthetic ATM INR 2896","2026-08-07 Sent INR 26064 to B003 - Merchant Settlement (Synthetic); 2026-08-12 Received INR 9932 from Synthetic sender","Sample Pharmacy, Demo Sector 8; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.54","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-01 16:56:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0309","Rohan Mock 309","1987-09-10","409 Example Lane, Demo Nagar, Test State 000000","+91-00000-00309","client0309@example.invalid","SYN-PPT-000309","SYN-TAX-000309","Software Analyst","Sandbox Logistics","2105700","Synthetic salary income","784","Synthetic: strong repayment pattern","528027","713481","644443","2026-09-10 Deposit: Synthetic salary INR 175475; 2026-09-20 Withdrawal: Synthetic ATM INR 2933","2026-09-10 Sent INR 26147 to B001 - Family Transfer (Synthetic); 2026-09-15 Received INR 9961 from Synthetic sender","Example Fuel Station, Demo Sector 9; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.55","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-06 17:03:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0310","Kavya Training 310","1988-10-13","410 Example Lane, Demo Nagar, Test State 000000","+91-00000-00310","client0310@example.invalid","SYN-PPT-000310","SYN-TAX-000310","Sales Associate","Prototype Systems","2123000","Synthetic salary income","791","Synthetic: strong repayment pattern","539930","715790","649370","2026-10-13 Deposit: Synthetic salary INR 176917; 2026-10-23 Withdrawal: Synthetic ATM INR 2970","2026-10-13 Sent INR 26230 to B002 - Utility Account (Synthetic); 2026-10-18 Received INR 9990 from Synthetic sender","Test Cafe, Demo Sector 10; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.56","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-11 18:10:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
